id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
B001257,1963,1977,"Gainesville, Alachua County, Fla.",1977,1981,"Tarpon Springs, Fla.",1981.0,1983.0,"St. Petersburg, Fla.",1983,1986,"Gainesville, Fla.",1986.0,1989,"St. Petersburg, Fla.",1989,1998,"(lawyer, private practice)",1998,2006,(member of the Florida state house of representatives),2007,present,(Congress),,,,,,,,,,,,,,,,,,,12001,,12103,,12103,,12001,,12103,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
S001176,1965,1981,"New Orleans, Orleans Parish, La.",1981,1983,"Metairie, La.",1983.0,1989.0,"Baton Rouge, La.",1995,2007,(Louisiana state house of representatives),2008.0,,(Louisiana state senate),2008,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,22071,,22051,,22033,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001073,Birth,1982,"New Roads, Pointe Coupee Parish, La",1982,1985,Louisiana State University,1985.0,1991.0,"Baton Rouge, La.",1991,1993,"Washington, D.C.",1993.0,1995,"Baton Rouge, La.",1995,2000,(assistant district attorney),2000,2008,(Louisiana state house of representatives),2008,2009,(Congress),,,,,,,,,,,,,,,,,,,22077,,22033,,22033,,11001,,22033,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
C001074,1958,1974,"Booneville, Prentiss County, Miss.",1974,1976,"Booneville, Miss.",1976.0,1978.0,"Booneville, Miss.",1978,1980,"Oxford, Miss.",1991.0,2008,"Prentiss County, Miss.",2008,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,28117,,28117,,28117,,28071,,28117,,,Not a location,,,,,,,,,,,,,,,,
S001175,1950,1964,"San Francisco, San Francisco County, Calif.",1964,1968,"Burlingame, Calif.",1968.0,1972.0,"Davis, Calif.",1972,1976,"San Francisco, Calif.",1973.0,1978,"(staff, United States Representative Leo Joseph Ryan of California)",1980,1986,"San Mateo County, Calif.",1986,1998,(member of the California state assembly),1998,2006,(member of the California state senate),2008,2023,(Congress),,,,,,,,,,,,,,,,06075,,06081,,06113,,06075,,,Not a location,06081,,,Not a location,,Not a location,,Not a location,,,,,,,,,,
E000290,1958,1972,"Yanceyville, Caswell County, N.C.",1972,1976,"Waldorf, Md.",1976.0,1980.0,"Winston-Salem, N.C.",1985,1989,"Concord, N. H.",1989.0,2008,(Various locations due to different roles),2008,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,37033,,24017,,37067,,33013,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
B001245,1933,1951,"Mangilao, Guam",1951,1953,"South Bend, Ind.",1953.0,1981.0,"St. Paul, Minn.",1981,1982,(member of the Guam legislature),1987.0,1994,(member of the Guam legislature),1995,2002,(lieutenant governor of Guam),2003,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,66010,,18141,,27123,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
C000380,1945,1962,"Teaneck, Monmouth County, N.J.",1962,1966,"Notre Dame, Ind.",1966.0,1970.0,"Washington, D.C.",1987,1988,"St. Croix, V.I.",1988.0,1995,(commissioner of health for the Virgin Islands),1997,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,18141,,11001,,,No county matched to string from Google,,Not a location,,Not a location,,,,,,,,,,,,,,,,
F000452,1960,1978,"San Juan, P.R.",1978,1982,"Washington, D.C.",1982.0,1985.0,"Charlottesville, Va.",1993,1996,(Puerto Rico Tourism Company),1994.0,1996,(Puerto Rico Economic Development and Commerce),2005,2009,(Congress),2009,2013,(Governor of Puerto Rico),,,,,,,,,,,,,,,,,,,,,,72127,,11001,,51540,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
F000455,1952,1967,"Cleveland, Cuyahoga County, Ohio",1967,1971,"Shaker Heights, Ohio",1971.0,1975.0,"Columbus, Ohio",1975,1983,"Cleveland, Ohio",1983.0,1999,"(private practice, Cuyahoga County, Ohio)",1999,2000,"(staff, United States Representative Stephanie Tubbs Jones of Ohio)",2000,2008,"Warrensville Heights, Ohio",2008,2021,(Congress),2021,present,"(Secretary of Housing and Urban Development in the Cabinet of President Joseph R. Biden, Jr.)",,,,,,,,,,,,,,,,39035,,39035,,39049,,39035,,,Not a location,,Not a location,39035,,,Not a location,,Not a location,,,,,,,,,,
F000010,1943,1961,"Vailoatai Village, American Samoa",1961,1966,"Provo, Utah",1966.0,1969.0,(United States Army),1969,1972,"Houston, Tex.",1972.0,1973,"Berkeley, Calif.",1973,1975,"(administrative assistant, American Samoa delegate to Washington, D.C.)",1975,1981,"(staff, United States House of Representatives Committee on Interior and Insular Affairs)",1981,1984,American Samoa,1985,1989,American Samoa,1989,2015,(Congress),2015,2017,"Provo, Utah",,,,,,,,,,60050,,49049,,,Not a location,48201,,06001,,,Not a location,,Not a location,,No county matched to string from Google,,No county matched to string from Google,,Not a location,49049,,,,,,,
L000043,1945,1960,"Beaumont, Jefferson County, Tex.",1960,1964,"Beaumont, Tex.",1964.0,1968.0,"Beaumont, Tex.",1968,1971,"Beaumont, Tex.",1977.0,1995,"Jefferson County, Tex.",1997,2005,(Congress),2007,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,48245,,48245,,48245,,48245,,48245,,,Not a location,,Not a location,,,,,,,,,,,,,,
R000568,1946,1964,"Piedras Negras, Mexico",1964,1973,"San Antonio, Tex.",1973.0,1978.0,"San Antonio, Tex.",1975,1987,"San Antonio, Tex. (Harlandale Independent School District School Board)",1987.0,1996,"San Antonio, Tex. (Our Lady of the Lake University’s Worden School of Social Work)",1987,1997,(Texas state house of representatives),1997,2005,(Congress),2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,48029,,48029,,48029,,48029,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
H001030,1953,1967,"Seymour, Jackson County, Ind.",1967,1971,"Seymour, Ind.",1971.0,1975.0,"Greenville, S.C.",1982,1990,(Indiana state house of representatives),1999.0,2005,(Congress),2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,18071,,18071,,45045,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
N000147,1937,1955,"Washington, D.C.",1955,1960,"Yellow Springs, Ohio",1960.0,1964.0,"New Haven, Conn.",1964,1965,"(Federal District Court Judge A. Leon Higginbotham, 3rd Circuit)",1965.0,1970,(American Civil Liberties Union),1970,1971,"New York, N.Y.",1971,1974,"New York, N.Y.",1970,1977,"New York, N.Y.",1977,1981,(United States Equal Employment Opportunity Commission),1981,1982,(Urban Institute),1982,1990,Georgetown University Law Center,1991.0,present,(Congress),,,,,,,11001,,39057,,09009,,,Not a location,,Not a location,36061,,36061,,36061,,,Not a location,,Not a location,11001,,,Not a location,,,,
K000367,1960,1978,"Plymouth, Minn.",1978,1982,Yale University,1982.0,1985.0,University of Chicago,1985,1999,Minnesota (law practice),1999.0,2006,"Hennepin County, Minn.",2007,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,27053,,09009,,17031,,,Not a location,27053,,,Not a location,,,,,,,,,,,,,,,,
M001170,1953,1967,"Rolla, Mo.",1967,1971,"Columbia, Mo.",1971.0,1975.0,"Columbia, Mo.",1975,1978,"Columbia, Mo.",1982.0,1988,(Missouri State house of representatives),1992,1998,(Jackson County prosecutor),1998,2006,(Missouri State auditor),2007,2019,(United States Senate),,,,,,,,,,,,,,,,,,,29161,,29019,,29019,,29019,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
T000464,1956,1974,"Havre, Mont.",1974,1978,(College of Great Falls),1983.0,1992.0,"Big Sandy, Mont. (school board)",1999,2006,Montana State senate,2007.0,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,30041,,30013,,,Not a location,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,,,
C001070,1960,1978,"Scranton, Penn.",1978,1982,(College of the Holy Cross),1982.0,1988.0,(Catholic University of America),1988,1997,"Scranton, Penn.",1997.0,2005,(Pennsylvania auditor general),2005,2006,(Pennsylvania State treasurer),2007,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,42069,,25027,,11001,,42069,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
W000802,1955,1974,"Manhattan, N.Y.",1974,1978,(Yale University),1978.0,1982.0,(University of Virginia),1992,1994,Rhode Island,1994.0,1998,Rhode Island,1999,2003,Rhode Island,2007,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,36061,,09009,,51003,,,No county matched to string from Google,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,
C001071,1952,1966,"Orangeburg, S.C.",1966,1970,"Chattanooga, Tenn.",1970.0,1974.0,University of Tennessee,1974,1994,(commercial real estate developer; construction company owner),1995.0,1996,"(commissioner, Tennessee Finance and Administration Department)",2001,2005,"Chattanooga, Tenn. (mayor)",2007,2019,(United States Senate),,,,,,,,,,,,,,,,,,,,,,45075,,47065,,47093,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
W000803,1946,1963,"St. Joseph, Mo.",1963,1964,University of Southern California,1964.0,1968.0,United States Naval Academy,1968,1972,(United States Marines),1972.0,1975,Georgetown University Law School,1987,1988,(Secretary of the Navy),2007,2013,(Senate),,,,,,,,,,,,,,,,,,,,,,29021,,06037,,24003,,,Not a location,11001,,,Not a location,,Not a location,,,,,,,,,,,,,,
B001261,1952,1970,"Reading, Penn.",1970,1974,"Washington, D.C.",1974.0,1978.0,"Washington, D.C.",1978,1982,"New Haven, Conn.",1982.0,2002,"Casper, Wyo.",2002,2007,(Wyoming State senate),2007,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,42011,,11001,,11001,,09009,,56025,,,Not a location,,Not a location,,,,,,,,,,,,,,
B001264,1952,1970,"Midland, Dale County, Ala.",1970,1972,"Enterprise, Ala.",1972.0,1975.0,"Auburn, Ala.",1975,1977,"Troy, Ala.",1977.0,1982,"Montgomery, Ala.",1982,1999,"(lawyer, private practice)",1999,2008,"Montgomery, Ala.",2009,2011,(Congress),,,,,,,,,,,,,,,,,,,01045,,01031,,01081,,01109,,01101,,,Not a location,01101,,,Not a location,,,,,,,,,,,,
G000557,1942,1962,"Shreveport, Caddo Parish, La.",1962,1964,"Chicago, Ill.",1964.0,1970.0,"Baton Rouge, La.",1970,1973,(United States Army Reserve),1973.0,2004,"Huntsville, Ala.",2004,2006,"Huntsville, Ala.",2006,2008,(Alabama state senate),2009,2011,(Congress),,,,,,,,,,,,,,,,,,,22017,,17031,,22033,,,Not a location,01089,,01089,,,Not a location,,Not a location,,,,,,,,,,,,
K000368,1950,1964,"McNary, Apache County, Ariz.",1964,1968,"Lakeside, Ariz.",1968.0,1972.0,"Tucson, Ariz.",1977,1979,"Tucson, Ariz.",1980.0,2005,"Coconino County, Ariz.",2005,2007,(Arizona state house of representatives),2009,2011,(Congress),2013,2017,(Congress),2019,2023,(Congress),,,,,,,,,,,,,,,,04001,,04017,,04019,,04019,,04005,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
M001177,1956,1974,"Bronxville, Westchester County, N.Y.",1974,1978,"Los Angeles, Calif.",1982.0,1992.0,(California state assembly),1996,2000,(California state assembly),2000.0,2008,(California state senate),2009,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36119,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
P000598,1975,1992,"Boulder, Boulder County, Colo.",1992,1996,"Princeton, N. J.",2001.0,2007.0,(Colorado state board of education),2004,2005,(chairman of the Colorado state board of education),2009.0,2019,(Congress),2019,present,(Governor of Colorado),,,,,,,,,,,,,,,,,,,,,,,,,08013,,34021,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M001172,1956,1974,"Cresskill, Bergen County, N. J.",1974,1978,"Gainesville, Fla.",1978.0,1983.0,"Washington, D. C.",2005,2007,(aide to United States Senator Ken Salazar),2009.0,2011,(Congress),2019,present,"(executive director, Colorado office of economic development and trade)",,,,,,,,,,,,,,,,,,,,,,,,,34003,,12001,,11001,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001077,1955,1970,"Fort Leonard Wood, Pulaski County, Mo.",1970,1972,"Aurora, Colo.",1972.0,1974.0,(United States Army),1975,1978,(United States Army Reserve),1979.0,1982,(United States Marine Corps),1983,1994,(United States Marine Corps Reserve),1989,1994,Colorado (state house of representatives),1994,1998,Colorado (state senate),1999,2007,Colorado (state treasurer),2007,2008,Colorado (secretary of state),2009,2019,(Congress),2019.0,present,"Aurora, Colo. (Mayor)",,,,,,,29169,,08005,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,
H001047,1966,1980,"Lima, Peru",1980,1984,"Pennington, N.J.",1984.0,1988.0,"Cambridge, Mass.",1988,1990,"Oxford, England",1990.0,2003,(banking executive; non-profit executive),2003,2007,"Greenwich, Conn.",2007,2009,"Greenwich, Conn.",2009,present,(Congress),,,,,,,,,,,,,,,,,,,,,34021,,25017,,,,,Not a location,09001,,09001,,,Not a location,,,,,,,,,,,,
G000556,1958,1974,"Bronx, Bronx County, N.Y.",1974,1978,"Cambridge, Mass.",1978.0,1983.0,"Cambridge, Mass.",1983,1985,"Washington, D.C.",1985.0,2009,"(private practice, businessman)",2009,2011,(Congress),2013,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,36005,,25017,,25017,,11001,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
P000599,1947,1962,"Washington, D.C.",1962,1966,"Cocoa, Fla.",1966.0,1969.0,"Cocoa, Fla.",1976,1986,"Rockledge, Fla.",1992.0,2000,(Florida state house of representatives),2000,2008,(Florida state senate),2009,present,(Congress),,,,,,,,,,,,,,,,,,,,,,11001,,12009,,12009,,12009,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
R000583,1970,1989,"Philadelphia, Philadelphia County, Pa.",1989,1993,"Syracuse, N.Y.",1993.0,1996.0,"Washington, Pa.",1996,1999,"Gainesville, Fla.",1999.0,2000,"Coral Gables, Fla.",2000,2004,(United States Army),2004,2009,"(various locations, including West Point, N.Y. and Florida)",2009,2019,(Congress),,,,,,,,,,,,,,,,,,,,More than one matched place from Google,36067,,42125,,12001,,12086,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
K000370,1944,1961,"Washington, Washington County, D.C.",1961,1963,"State College, Pa.",1971.0,1973.0,"Fairfax, Va.",1994,1998,"DeLand, Fla.",1996.0,2004,(Florida state house of representatives),2009,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,No matched places from Google,42027,,51600,,12127,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M001175,1942,1960,"Walla Walla, Walla Walla County, Wash.",1960,1964,"Walla Walla, Wash.",1964.0,1966.0,"Cambridge, Mass.",1966,1969,"Cambridge, Mass.",1970.0,1972,(United States Army),1972,1996,"(lawyer, private practice; businessman; staff, President Richard M. Nixon)",2009,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,53071,,53071,,25017,,25017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H001044,1958,1976,"Chicago Heights, Cook County, Ill.",1976,1998,"Chicago Heights, Ill.",1998.0,2001.0,"University Park, Ill.",2001,2003,"University Park, Ill.",1993.0,1996,"Crete Township, Ill.",1997,2008,(Illinois state senate),2009,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,17031,,17031,,17197,,17197,,17197,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001179,1981,1999,"Morris, Stevens County, Minn.",1999,2002,"East Peoria, Ill.",2002.0,2005.0,"Peoria, Ill.",2005,2008,(Illinois state house of representatives),2009.0,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,27149,,17179,,17143,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
J000290,1963,1981,"Holton, Jackson County, Kans.",1981,1985,"Manhattan, Kans.",1985.0,,"Ogden, Utah",1999,2001,(Kansas state house of representatives),2001.0,2003,(Kansas state senate),2003,2008,(Kansas state treasurer),2009,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,20085,,20161,,49057,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
G000558,1964,1980,"Florence, Lauderdale County, Ala.",1980,1982,"Florence, Ala.",1982.0,1987.0,"West Point, N.Y.",1987,1990,(United States Army),1990.0,1997,(United States Army Reserve),1997,1999,"New Haven, Conn.",1999,2008,(Kentucky state senate),2009,present,(Congress),,,,,,,,,,,,,,,,,,,01077,,01077,,36071,,,Not a location,,Not a location,09009,,,Not a location,,Not a location,,,,,,,,,,,,
C001079,1967,1982,"Ho Chi Minh City, Vietnam",1982,1986,Jersey Village High School,1986.0,1990.0,"Waco, Tex.",1990,1995,"Bronx, N.Y.",1995.0,2000,"New Orleans, La.",2009,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,48201,,48309,,36005,,22071,,,Not a location,,,,,,,,,,,,,,,,
F000456,1951,1967,"Meridian, Lauderdale County, Miss.",1967,1973,"Oxford, Miss.",1973.0,1976.0,"Jackson, Miss.",1976,1982,(United States Navy),1982.0,1996,(physician; entrepreneur),1996,2000,"Webster Parish, La.",2009,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,28075,,28071,,28049,,,Not a location,,Not a location,22119,,,Not a location,,,,,,,,,,,,,,
C001075,1957,1975,"Highland Park, Lake County, Ill.",1975,1979,"Baton Rouge, La.",1979.0,1983.0,"New Orleans, La.",2006,2008,(Louisiana state senate),2009.0,2015,(Congress),2015,2027,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,17097,,22033,,22071,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
P000597,1955,1973,"Minneapolis, Hennepin County, Minn.",1973,1979,"Portland, Maine",1979.0,1981.0,"Bar Harbor, Maine",1981,1991,"North Haven, Maine",1992.0,2000,(Maine state senate),2009,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,27053,,23005,,23009,,23013,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
K000371,1968,1986,"Lanham, Prince George's County, Md.",1986,1990,"Westminster, Md.",1990.0,1994.0,"Baltimore, Md.",1994,1997,"Prince George's County, Md.",1997.0,2001,"Queen Anne's County, Md.",2003,2008,"Queen Anne's County, Md.",2009,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,24033,,24013,,24510,,24033,,24035,,24035,,,Not a location,,,,,,,,,,,,,,
S001178,1961,1976,"Howell, Livingston County, Mich.",1976,1980,"Howell, Mich.",1980.0,1984.0,"Albion, Mich.",1984,1986,"Kalamazoo, Mich.",1994.0,1997,"Battle Creek, Mich.",1997,2003,(Michigan state house of representatives),2003,2008,(Michigan state senate),2009,2011,(Congress),,,,,,,,,,,,,,,,,,,26093,,26093,,,More than one matched place from Google,26077,,26025,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
P000595,1958,1976,"Pontiac, Oakland County, Mich.",1976,1980,"Alma, Mich.",1980.0,1984.0,"Detroit, Mich.",1984,1989,"Detroit, Mich.",1989.0,2007,Various locations in Michigan,2007,2018,"East Lansing, Mich. and Newport, R.I.",2018,2020,"Detroit, Mich.",1991,1993,"Rochester Hills, Mich.",1995,2002,Michigan State Senate,2003,2007,Michigan State Lottery Commission,2009,2015,(Congress),2015.0,2027,(Senate),,,,,,,26125,,26057,,26163,,26163,,,No county matched to string from Google,,More than one matched place from Google,26163,,26125,,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,Not a location,,,,
P000594,1965,1979,"Bakersfield, Kern County, Calif.",1979,1983,"Chaska, Minn.",1983.0,1987.0,"Northfield, Minn.",1987,1995,"(staff, United States Senator Rudy Boschwitz of Minnesota)",1995.0,2008,(Minnesota state house of representatives),2009,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06029,,27019,,27131,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H001045,1956,1970,"Jackson, Hinds County, Miss.",1970,1974,"Pearl, Miss.",1974.0,1978.0,"Clinton, Miss.",1978,1981,"Oxford, Miss.",1981.0,2000,"Brandon, Miss.",2000,2007,"Rankin County, Miss.",2009,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,28049,,28121,,28049,,28071,,28121,,28121,,,Not a location,,,,,,,,,,,,,,
L000569,1952,1970,"Jefferson City, Cole County, Mo.",1970,1974,"Jefferson City, Mo.",1974.0,1978.0,"St. Elizabeth, Mo.",1978,1987,"St. Elizabeth, Mo.",1999.0,2005,(Missouri state house of representatives),2006,2008,(tourism commission of Missouri),2009,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,,More than one matched place from Google,29131,,29131,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
T000468,1950,1966,"Thomasville, Thomas County, Ga.",1966,1970,"Williamsburg, Va.",1970.0,1973.0,"Athens, Ga.",1973,1976,"Tallahassee, Fla.",1977.0,2011,"Las Vegas, Nev.",1989,2008,(Nevada state senate),2009,2011,(Congress),2013,present,(Congress),,,,,,,,,,,,,,,,,,,13275,,51830,,13059,,12073,,32003,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
A000364,1959,1977,"Philadelphia, Philadelphia County, Pa.",1977,1981,"Cambridge, Mass.",1981.0,1984.0,"Cambridge, Mass.",1987,1991,"Cherry Hill, N.J.",1991.0,2008,(New Jersey state senate),2009,2011,(Congress),2011,,"Philadelphia, Pa.",,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,25017,,25017,,34007,,,Not a location,,Not a location,42101,,,,,,,,,,,,,,,
L000567,1952,1966,"Easton, Northampton County, Pa.",1966,1970,"Annandale, N.J.",1970.0,1974.0,"Bethlehem, Pa.",1974,1977,"Nashville, Tenn.",1977.0,1982,"Princeton, N.J.",1991,2002,(New Jersey state general assembly),2002,2009,(New Jersey state senate),2009,2019,(Congress),,,,,,,,,,,,,,,,,,,42095,,34019,,42095,,,More than one matched place from Google,34021,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
