id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,start_15,end_15,location_15,start_16,end_16,location_16,start_17,end_17,location_17,start_18,end_18,location_18
L000578,1960,1978,"Oroville, Butte County, Calif.",1978,1980,"Briggs, Calif.",1980,1982,"San Luis Obispo, Calif.",1982,2002,Rice farmer in California,2002-2008,,California State Assembly,2010,2012,California State Senate,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001068,1964,1982,"Independence, Jackson County, Mo.",1982,1986,"Santa Barbara, Calif.",1986,1990,"Newton, Mass.",1990,2001,Private practice,2001-2006,,"Marin County, Calif.",2006,2012,California,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001287,1965,1983,"Los Angeles, Los Angeles County, Calif.",1983,1987,"Irvine, Calif.",1987,1991,"Irvine, Calif.",1991,1999,Physician and professor,1999-2004,,"Sacramento County, Calif.",2004,2007,"Irvine, Calif.",2010,,(Unsuccessful candidate for Congress),2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001094,1943,1966,"Meriden, New Haven County, Conn.",1966,1992,United States Marine Corps,1992,1996,"San Bernardino, Calif.",1996,2000,"Riverside, Calif.",1998-2006,,"Yucca Valley, Calif.",2006,2012,California,2013,2020,Congress,2020,Present,"San Bernadino, Calif.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001193,1980,1999,"Dublin, Calif.",1999,2003,"College Park, Md.",2003,2006,"Baltimore, Md.",2006,2012,"Alameda County, Calif.",2010-2012,,"Dublin, Calif.",2013,Present,Congress,2021,Present,Impeachment proceedings of Donald J. Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000129,1977,1995,"Hanford, Kings County, Calif.",1996,1998,"Visalia, Calif.",1998,2010,"Hanford, Kings County, Calif. (as a farmer and business owner)",2010,2012,California (as a member of the California state assembly),2013-2019,,Congress,2019,2021,"Hanford, Kings County, Calif.",2021,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001285,1952,1970,"Aiken, Aiken County, S.C.",1970,1975,"Washington, D.C.",1975,1979,"Washington, D.C.",1979,1994,"Santa Monica-Malibu, California",1994-2006,,"Santa Monica-Malibu, California",2006,2012,California,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001097,1963,1981,"San Fernando, Los Angeles County, Calif.",1981,1986,"Santa Barbara, Calif.",1986,1996,Realtor and insurance agent in California,1996,2002,California State Assembly,2003-2013,,"Los Angeles, Calif., city council",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000187,1941,1959,"Los Angeles, Los Angeles County, Calif.",1959,1961,"Rancho Cucamonga, Calif.",1961,1995,Instructional aide,1995,2000,Chaffey Community College board,2000-2006,,California state assembly,2006,2012,California state senate,2013,2015,Congress,2015,2016,"San Bernadino County, Calif.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000599,1972,1990,"Zacatecas, Mexico",1990,1994,"Los Angeles, Calif.",1994,2001,"Cambridge, Mass.",2001,2007,Physician (Location not specified),2007-2011,,"Cambridge, Mass.",2011,2012,"Riverside, Calif.",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000472,1960,1979,"Riverside, Riverside County, Calif.",1979,1983,"Cambridge, Mass.",1983,2010,"Riverside, Calif.",1990,2012,Riverside Community College district board of trustees,2013-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000579,1941,1959,"New York, New York County, N.Y.",1959,1962,"Geneva, N.Y.",1962,1967,"Columbus, Ohio",1967,1998,"Long Beach, Calif.",1992-1998,,"Long Beach, Calif.",1998,2004,California,2004,2012,California,2013,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000130,1961,1979,"National City, San Diego County, Calif.",1979,1983,"San Diego, Calif.",1983,1987,"Bronx, N.Y.",1987,1991,"Cambridge, Mass.",1991-1993,,Lawyer and business executive,1993,2000,"San Diego, Calif.",2000,2006,California,2010,2012,California,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000608,1958,1976,"Springfield, Clark County, Ohio",1976,1980,"Durham, N.C.",1980,1981,United States Environmental Protection Agency,1981,1984,"New York, N.Y.",1984-1991,,Private practice,1991,1996,"San Diego County, Calif.",2000,2008,"San Diego, Calif.",2006,2008,"San Diego, Calif.",2009,2012,San Diego unified port district,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,
E000293,1959,1973,"Oak Park, Cook County, Ill.",1973,1977,"Winona, Minn.",1977,1981,"Cambridge, Mass.",1981,1985,"New Haven, Conn.",1985-2005,,Private practice and professor,2005,2008,"Cheshire, Conn.",2008,2010,Connecticut,2013,2019,Congress,2019,Present,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y000065,1955,1973,"Minneapolis, Minneapolis County, Minn.",1973,1975,"Deerfield Beach, Fla.",1975,1977,"Florence, Ala.",1977,1979,"Fort Lauderdale, Fla.",1979-1983,,"Gainesville, Fla.",1983,2013,Large animal veterinarian,2013,2020,"Congress, Florida",2020,Present,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000621,1978,1993,"Jacksonville, Duval County, Fla.",1993,1997,"Dunedin, Fla.",1997,2001,"New Haven, Conn.",2001,2005,"Cambridge, Mass.",2004-2010,,United States Navy,2010,Present,United States Navy Reserve,2013,2018,Congress,2019,Present,Florida (as Governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001191,1983,2001,"Miami, Miami-Dade County, Fla.",2001,2006,"Coral Gables, Fla.",2006,2013,"Miami, Fla. (as a construction executive and accountant)",2013,2017,Congress,2017-Present,,"Miami, Fla. (unsuccessful candidate for election to the United States Senate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000596,1976,1994,"Cincinnati, Hamilton County, Ohio",1994,1999,"Chicago, Ill.",1999,2013,Florida,2013,2014,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000462,1948,1966,"New York, New York County, N.Y.",1966,1970,"Boston, Mass.",1970,1973,"Washington, D.C.",1973,1986,Private practice,1986-1992,,Florida,1994,2002,Florida,2003,2011,"West Palm Beach, Fl.",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000573,1963,1982,"Miami Beach, Miami-Dade County, Fla.",1982,1984,"Miami Dade Community College, Miami, Fla.",1984,1987,"University of Miami, Coral Gables, Fla.",1987,1991,"University of Miami, Coral Gables, Fla.",1991-2000,,Florida public service commission,2000,2009,Private practice and nonprofit director,2009,2010,United States Department of Energy,2013,2015,United States House of Representatives,2015,2016,Unsuccessful campaigns for Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001093,1966,1984,"Gainesville, Hall County, Ga.",1984,1988,"Dahlonega, Ga.",1988,1996,"New Orleans, La.",1996,2002,Various Locations (Pastor),2002-Present,,United States (Air Force Reserve),2002,2008,"Atlanta, Ga.",2008,2012,Private Practice and Business,2007,2012,Georgia,2013,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000571,1981,1999,"Leloaloa, American Samoa",1999,2009,"Honolulu, Hawaii",2002,2004,Hawaii State House of Representatives,2003,2020,Hawaii Army National Guard,2020-Present,,United States Army Reserve,2010,2012,"Honolulu, Hawaii, City Council",2013,2021,Congress,2021,Present,Unsuccessful candidate for the Democratic nomination for President of the United States.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000622,1968,1985,"Honolulu, Hawaii",1985,1989,"Manoa, Hawaii",1989,1992,"Washington, D.C.",1992,1996,U.S. Army Reserve,1996-2014,,Illinois Army National Guard,2006,2009,Illinois,2009,2011,United States Department of Veterans' Affairs,2013,2017,Congress,2017,2029,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001190,1961,1979,"Denver, Denver County, Colo.",1979,1985,"Evanston, Ill.",1985,2013,Businessman,2013,2015,Congress,2015-2017,,Unsuccessful candidate for reelection,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000292,1949,1967,"Pensacola, Escambia County, Fla.",1967,1974,"Springfield, Ill.",1974,1979,"Edwardsville, Ill.",1979,2000,Illinois (as an attorney and businessman),2000-2007,,"Carlisle, Pa.",2007,2012,Illinois (as adjutant general),2013,2015,Congress,2015,2021,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000619,1970,1988,"Taylorville, Ill.",1988,1992,"Decatur, Ill.",1992,1996,Illinois,1996,2012,Staff for U.S. Representative John M. Shimkus,2001,,"Taylorville, Ill.",2013,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001286,1961,1979,"Springfield, Sangamon County, Ill.",1979,1981,"Jacksonville, Ill.",1981,1983,"College Park, Md.",1983,1985,"Springfield, Ill.",1985-2007,,Journalist and businesswoman,2007,2011,"East Moline, Ill.",2013,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000813,1963,1981,"South Bend, St. Joseph County, Ind.",1981,1985,"Upland, Ind.",1985,2004,Various locations (as a journalist and philanthropist),2004,2010,Indiana (as a member of the state house of representatives),2010-2012,,Indiana (unsuccessful candidate for Congress),2013,2022,Congress,2022,,"Elkhart County, Ind. (at the time of death)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001284,1960,1978,"Auburn, Dekalb County, Ind.",1978,1982,"Oxford, Ohio",1982,1985,"Indianapolis, Ind.",1985,1998,"Private practice, Indianapolis, Ind.",1998-1999,,"Indianapolis, Ind. (as Deputy Mayor)",2001,2007,Southern District of Indiana,2007,2013,"Indianapolis, Ind. (as Senior Vice President and General Counsel, Ivy Tech Community College)",2013,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001189,1969,1987,"Evansville, Vanderburgh County, Ind.",1987,1991,"Crawfordsville, Ind.",1991,1994,"Nashville, Tenn.",1994,1997,Private practice,1997-1998,,Tennessee,1999,,Washington D.C.,2001,2005,Indiana,2003,2006,Indiana,2013,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001282,1973,1992,"Lexington, Fayette County, Ky.",1992,1996,"Charlottesville, Va.",1996,1998,Staff for U.S. Representative Jim Talent,1998,2001,"Lexington, Ky.",2001-Present,,"Private practice and instructor at Morehead State University, Morehead, Ky.",2013,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000620,1963,1981,"Wood-Ridge, Bergen County, N.J.",1981,1985,"New York, N.Y.",1985,1988,"Washington, D.C.",1988,2013,Private practice and business owner,2013-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000379,1980,1998,"Brighton, Suffolk County, Mass.",1998,2003,"Stanford, Calif.",2003,2004,"Brighton, Suffolk County, Mass.",2004,2006,(Peace Corps),2006-2009,,"Cambridge, Mass.",2009,2011,"Brighton, Suffolk County, Mass.",2011,2012,"Middlesex, Mass.",2013,2021,Congress,2021,Present,"Brighton, Suffolk County, Mass.",,,,,,,,,,,,,,,,,,,,,,,,,,,
B001280,1951,1968,"Detroit, Wayne County, Mich.",1968,1971,United States Army,1971,1974,"Bloomfield Hills, Mich.",1974,1976,"Lansing, Mich.",1976-1978,,"Orchard Lake, Mich.",1978,1980,"Detroit, Mich.",1980,2007,"Various locations (Army National Guard, automotive designer, contractor, teacher, farmer)",2007,2008,United States Army,2008,2010,Michigan Army National Guard,2010,2012,Michigan,2013,2015,Congress,2015,2021,Michigan,,,,,,,,,,,,,,,,,,
W000812,1962,1980,"St. Louis, Mo.",1980,1984,"Columbia, Mo.",1984,1999,"St. Louis, Mo. (Businesswoman)",1999,2005,"Missouri (Chair, Missouri Republican Party)",2001-2005,,"(Co-chair, Republican National Committee)",2005,2009,Luxembourg (US Ambassador),2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000618,1962,1980,"Van Nuys, Los Angeles County, Calif.",1980,1984,"Bozeman, Mont.",1984,2008,"Bozeman, Mont. (Businessman)",2008,,Montana (Unsuccessful candidate for lieutenant governor),2013-2015,,Congress,2015,2027,United States Senate,2023,,"Chair, National Republican Senatorial Committee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001066,1973,1991,"Las Vegas, Clark County, Nev.",1991,2014,"Reno, Nev.",2004,2012,Nevada State Senate,2013,2015,Congress,2015-2019,,Unsuccessful candidate for reelection,2019,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000382,1956,1974,"Concord, Merrimack County, N.H.",1974,1978,"Hanover, N.H.",1978,1981,"Washington, D.C. (staff for U.S. Representative)",1981,1984,"Washington, D.C. (Georgetown University)",1984-2010,,"Private practice, advocacy, consulting",2010,2012,New Hampshire (unsuccessful candidate for Congress),2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000580,1959,1977,"Los Alamos, Los Alamos County, N.Mex.",1977,1981,"Albuquerque, N.Mex.",1981,1987,"Albuquerque, N.Mex.",1987,1991,New Mexico (Lawyer),1991-2002,,New Mexico (State Agency on Aging),2002,2004,New Mexico (Secretary of Aging and Long-Term Services),2004,2007,New Mexico (Secretary of Health),2008,,New Mexico (Unsuccessful Nominee for Congress),2010,2012,"Bernalillo County, N.Mex.",2013,2018,Congress,2019,Present,New Mexico (Governor),,,,,,,,,,,,,,,,,,,,,
M001188,1975,1993,"Queens, Queens County, N.Y.",1993,1997,"Ann Arbor, Mich.",1997,2002,"New York City, N.Y.",2002,2009,Private practice,2009-2012,,New York state assembly,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000294,1970,1988,"Brooklyn, Kings County, N.Y.",1988,1992,"Vestal, N.Y.",1992,1994,"Washington, D.C.",1994,1997,"New York, N.Y.",1997-1998,,Southern District of New York,1998,2007,Private practice,2007,2012,New York state assembly,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001185,1966,1982,"Sherbrooke, Quebec, Canada",1982,1984,"Hanover, N.H.",1984,1986,"Washington, D.C.",1986,1992,"Charlottesville, Va.",1992-1997,,Private practice and businessman,1997,2000,Staff secretary to President William J. Clinton,2000,2006,New York,2007,2008,New York Governor Eliot Spitzer,2013,2023,Congress,2023,Present,New York,,,,,,,,,,,,,,,,,,,,,,,,
C001092,1950,1968,"Schenectady, Schenectady County, N.Y.",1968,1972,"Raleigh, N.C.",1972,1975,"Birmingham, Ala.",1975,2007,Businessman (Location not specified),2007-2011,,"Erie County, N.Y.",2013,2019,Congress,2019,2020,"(Convicted and pardoned, location not specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001067,1971,1990,"Charlotte, N.C.",1990,1996,"University of North Carolina, Charlotte, N.C.",1996,2000,North Carolina Republican party,2000,2005,Staff for U.S. Representative Robert (Robin) Hayes of North Carolina,2005-2006,,Staff for U.S. Representative Virginia Ann Foxx of North Carolina,2006,2009,Staff for U.S. Representative John R. Carter of Texas,2009,2011,Staff for U.S. Representative K. Michael Conaway of Texas,2013,present,U.S. Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000606,1948,1966,"Dallas, Dallas County, Tex.",1966,1970,"Austin, Tex.",1970,2003,North Carolina (various roles),2003,2008,North Carolina State Senate,2008-2012,,North Carolina (unsuccessful candidate for lieutenant governor),2013,2019,Congress,2019,Present,North Carolina (unsuccessful candidate for nomination to Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001187,1959,1977,"Maginot Barracks, Verdun, France",1977,1979,"Tallahassee, Fla.",1979,1980,"Tampa, Fla.",1980,2012,"Various locations (energy company, business owner, real estate developer)",2013-2020,,North Carolina (Congress),2020,2021,White House,2021,Present,Under investigation by Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001065,1968,1986,"Raleigh, Wake County, N.C.",1986,1996,"Winston-Salem, N.C.",1996,1998,Private practice,1998,2002,Staff for Senator Jesse Helms,2002-2006,,Eastern District of North Carolina,2006,2011,Eastern District of North Carolina,2013,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001096,1961,1979,"Rolla, Rolette County, N.Dak.",1979,1983,"Moorhead, Minn.",1983,1991,North Dakota,1991,1993,"North Dakota (as chairman, North Dakota Republican Party)",1993-1997,,North Dakota (as state tourism director),1997,2000,North Dakota (as state economic development and finance director),2003,2012,North Dakota (as public service commissioner),2013,2019,Congress,2019,2025,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000815,1958,1976,"Cincinnati, Hamilton County, Ohio",1976,1980,"Cincinnati, Ohio",1980,1985,"Chicago, Ill.",1998,2022,United States Army Reserve,2005-2006,,Operation Iraqi Freedom,2009,,"Cincinnati, Ohio",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001281,1950,1968,"Dayton, Montgomery County, Ohio",1968,1972,"Wilberforce, Ohio",1972,1974,"Fairborn, Ohio",1974,1975,"Cincinnati, Ohio",1975-1983,,"Dayton, Ohio",1983,1999,Businesswoman,1999,2008,Ohio State House of Representatives,2008,2012,"Columbus, Ohio",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000295,1957,1975,"Cleveland, Cuyahoga County, Ohio",1975,1979,"Dayton, Ohio",1979,1982,"Dayton, Ohio",1983,1984,"Cuyahoga County, Ohio",1985-1988,,"Geauga County, Ohio",1988,2012,"Geauga County, Ohio",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001283,1975,1993,"Ann Arbor, Washtenaw County, Mich.",1993,1998,"Tulsa, Okla.",1998,2007,United States Navy,2007,2009,"Ithaca, N.Y.",2010-2018,,United States Navy Reserve,2013,2018,Congress,2018,2021,NASA Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001190,1977,1995,"Tulsa, Tulsa County, Okla.",1995,1996,"Marshall, Mo.",1996,2010,"Stillwell, Okla.",2010,2013,"Okmulgee, Okla.",2013-2023,,Congress,2023,2027,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000605,1962,1980,"San Diego, San Diego County, Calif.",1980,1991,"Dillsburg, Pa.",1991,2007,"University Park, Pa.",2007,2012,Pennsylvania State House of Representatives,2013-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000598,1962,1980,"Endicott, Broome County, N.Y.",1980,1984,"Buffalo, N.Y.",1984,1990,"Notre Dame, Ind.",1990,2006,Private practice,2006-2007,,United States Department of Homeland Security,2010,2019,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001090,1961,1979,"Erie, Erie County, Pa.",1979,1983,"Toronto, Canada",1983,1984,"Clinton, N.Y.",1984,1986,"Philadelphia, Pa.",1986-2013,,Private practice,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000597,1957,1975,"Charleston, Charleston County, S.C.",1975,1979,"Columbia, S.C.",1979,1982,"Columbia, S.C.",1982,2010,Private practice and accountant,2010-2012,,"Horry County, S.C.",2013,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000814,1953,1971,"Pearland, Brazoria County, Tex.",1971,1974,"Alvin, Tex.",1974,1977,"Houston, Tex.",1977,1990,"Pearland, Tex. (Business owner)",1990-1996,,"Pearland, Tex. (City council)",2008,2012,Texas (State house of representatives),2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O000170,1972,1987,"El Paso, El Paso County, Tex.",1987,1991,"Woodberry Forest, Va.",1991,1995,"New York, N.Y.",1995,2005,"El Paso, Tex. (Business owner)",2005-2011,,"El Paso, Tex. (City council)",2013,2019,Congress,2019,2022,Texas (Unsuccessful candidate for Senate and Governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001091,1974,1992,"San Antonio, Bexar County, Tex.",1992,1996,"Stanford, Calif.",1996,2000,"Cambridge, Mass.",2000,2002,Private practice,2002-2012,,Texas,2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000385,1956,1973,"New York, N.Y.",1973,1977,"Peoria, Ill.",1977,1982,"Peoria, Ill.",1982,2004,"DeKalb, Ill.",1992-2006,,"Matteson, Ill.",2003,2007,Illinois,2007,2010,Illinois,2010,2012,"Cook County, Ill.",2013,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000572,1961,1980,"Alpine, Brewster County, Tex.",1980,1982,"Alpine, Tex.",1982,1985,"Austin, Tex.",1985,1986,Private practice,1986-1989,,"Office of the Attorney General, State of Texas",1991,2012,Texas state house of representatives,2013,2015,Congress,2015,2016,Unsuccessful campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001195,1980,1998,"St. Louis, Mo.",1998,2001,"Columbia, Mo.",2001,2004,"Oklahoma City, Oklahoma",2004,2005,Private practice and farming,2005-2013,,Missouri,2013,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001192,1974,1992,"Oak Grove, West Carroll Parish, La.",1992,1994,United States Army (Location not specified),1994,2013,Louisiana (Specific location not specified),2013,2015,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001101,1963,1981,"New Haven, New Haven County, Conn.",1981,1985,"Canton, N.Y.",1985,1989,"Ithaca, N.Y.",1989,1997,"Cambridge, Mass.",1990-1991,,Federal Court,1991,1993,Colorado,1997,2001,Massachusetts State Office of Child Care Services,2001,2007,"Melrose, Mass.",2008,2010,Massachusetts State House of Representatives,2010,2013,Massachusetts State Senate,2013,Present,Congress,,,,,,,,,,,,,,,,,,,,,
S000051,1960,1978,"Fort Lauderdale, Broward County, Fla.",1978,1983,"Greenville, S.C.",1983,1988,"Charlottesville, Va.",1988,1995,Real estate investment firm,2002-2011,,United States Air Force Reserve,1995,2001,Congress,2003,2011,South Carolina (as Governor),2013,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000381,1974,1992,"Port Angeles, Clallam County, Wash.",1992,1996,"Princeton, N.J.",1996,2003,"Oxford, England",2003,2005,Businessman (Location not specified),2005-2007,,Washington State,2007,2012,Washington State,2013,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001064,1952,1970,"Vancouver, Clark County, Wash.",1970,1973,"Olympia, Wash.",1974,1975,"Portland, Oreg.",1975,1976,"Vancouver, Clark County, Wash.",1976-1986,,Washington state house of representatives,1987,2010,Businessman and television broadcaster,2010,2012,Unsuccessful candidate for Congress,2013,2021,Congress,2021,Present,Lieutenant governor of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
