id,bio,api_out
P000602,"A Representative from Kansas; born in Orange, Orange County, Calif., December 30, 1963; B.S., United States Military Academy, West Point, N.Y., 1986; J.D., Harvard University, Cambridge, Mass., 1994; United States Army, 1986-1991; business executive; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses until his resignation on January 23, 2017 (January 3, 2011-January 23, 2017); director, Central Intelligence Agency, 2017-2018; Secretary of State in the Cabinet of President Donald J. Trump, 2018-2021.","Time Period | Location
--- | ---
1963-1986 | Orange, Orange County, Calif.
1986-1991 | West Point, N.Y.
1991-1994 | Cambridge, Mass.
1994-2011 | Business executive
2011-2017 | Congress
2017-2018 | Central Intelligence Agency
2018-2021 | Cabinet of President Donald J. Trump"
R000588,"a Representative from Louisiana; born in New Orleans, Orleans Parish, La., September 13, 1973; graduated from Benjamin Franklin High School, New Orleans, La., 1991; B.A., Morehouse College, Atlanta, Ga., 1995; J.D., Tulane University, New Orleans, La., 1998; member of the Louisiana state house of representatives, 1999-2011; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; elected as a Democrat to the One Hundred Twelfth and to the five succeeding Congresses until his resignation on January 15, 2021 (January 3, 2011-January 15, 2021); Senior Advisor and Director, Office of Public Engagement, White House, 2021-2022.","Time Period | Location
--- | ---
1973-1991 | New Orleans, Orleans Parish, La.
1991-1995 | Atlanta, Ga.
1995-1998 | New Orleans, La.
1999-2011 | Louisiana state house of representatives
2011-2021 | Congress
2021-2022 | White House"
C001085,"A Representative from Michigan; born in Detroit, Wayne County, Mich., March 2, 1957; attended Phillips Exeter Academy, Exeter, N.H.; attended Detroit public schools; attended Governor's Academy, Byfield, Mass.; B.F.A., Cornell University, Ithaca, N.Y., 1984; J.D., Georgetown University, Washington, D.C., 1987; lawyer, private practice; staff, United States Representative John Conyers of Michigan, 1989-1990; member of the Michigan state house of representatives, 1991, 1999-2003; unsuccessful candidate for reelection to the Michigan state house of representatives in 1992; unsuccessful candidate for election to the Detroit, Mich., city council in 2001; unsuccessful candidate for Mayor of Detroit, Mich., in 2005; member of the Michigan state senate, 2003-2010; elected as a Democrat to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012; unsuccessful candidate for nomination to the One Hundred Fourteenth Congress in 2014.","Time Period | Location
--- | ---
1957-1975 | Detroit, Wayne County, Mich.
1975-1976 | Exeter, N.H.
1976-1977 | Detroit, Wayne County, Mich.
1977-1980 | Byfield, Mass.
1980-1984 | Ithaca, N.Y.
1984-1987 | Washington, D.C.
1987-1989 | (private practice)
1989-1990 | Michigan
1991-1992 | Michigan state house of representatives
1999-2003 | Michigan state house of representatives
2001 | Detroit, Mich.
2003-2010 | Michigan state senate
2011-2013 | Washington, D.C.
2012 | Michigan
2014 | Michigan"
N000186,"A Representative from Mississippi; born in Tupelo, Lee County, Miss., October 9, 1958; B.S., Mississippi State University, Mississippi State, Miss., 1980; business owner; member of the Mississippi state senate, 1995-2010; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses; served until his death on February 6, 2015 (January 3, 2011-February 6, 2015); died on February 6, 2015, in Tupelo, Miss.","Time Period | Location
--- | ---
1958-1980 | Tupelo, Lee County, Miss.
1980-1995 | Mississippi State, Miss.
1995-2010 | Mississippi
2011-2015 | Congress
2015 | Tupelo, Miss."
P000601,"A Representative from Mississippi; born in Gulfport, Harrison County, Miss., February 21, 1970; graduated from Saint John High School, Gulfport, Miss., 1988; B.S., University of Southern Mississippi, Hattiesburg, Miss., 1994; M.P.A., University of Southern Mississippi, Hattiesburg, Miss., 1996; United States Marine Corps Reserve, 1988-1996; Mississippi Army National Guard, 2007-present; accountant; member of the Mississippi state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1970-1988 | Gulfport, Harrison County, Miss.
1988-1994 | Hattiesburg, Miss.
1994-1996 | Hattiesburg, Miss.
1996-2007 | (Unknown)
2007-2010 | Mississippi State House of Representatives
2010-2023 | United States Congress"
H001053,"a Representative from Missouri; born in Harrisonville, Cass County, Mo., October 13, 1960; graduated from Archie High School, Archie, Mo., 1979; B.S., University of Missouri, Columbia, Mo., 1983; M.S., University of Central Missouri, Warrensburg, Mo., 1992; teacher; farmer; business owner; member of the Missouri state house of representatives, 1995-2001; chairperson, Missouri Women's Council, 2005; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022, but was an unsuccessful candidate for nomination to the United States Senate.","Time Period | Location
--- | ---
1960-1979 | Harrisonville, Cass County, Mo.
1979-1983 | Columbia, Mo.
1983-1992 | Warrensburg, Mo.
1992-2022 | Missouri
1995-2001 | Missouri State House of Representatives
2005 | Missouri Women's Council
2011-2023 | Congress"
H001054,"A Representative from New York; born in Chicago, Cook County, Ill., December 14, 1959; graduated from Munster High School, Munster, Ind., 1977; A.B., Princeton University, Princeton, N.J., 1981; M.D., Cornell University Medical College, Ithaca, N.Y., 1985; physician, 1989-2005; businesswoman; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; unsuccessful candidate for election to the One Hundred Fourteenth Congress in 2014.","Time Period | Location
--- | ---
1959-1977 | Chicago, Cook County, Ill.
1977-1981 | Munster, Ind.
1981-1985 | Princeton, N.J.
1985-1989 | Ithaca, N.Y.
1989-2005 | Physician
2005-2021 | Businesswoman
2011-2013 | Congress"
G000564,"A Representative from New York; born in Rockville Centre, Nassau County, N.Y., May 13, 1964; graduated from Ichabod Crane High School, Kinderhook, N.Y.; B.A., Siena College, Loudonville, N.Y., 1986; M.P.A., Cornell University, Ithaca, N.Y., 1995; Ph.D., Cornell University, Ithaca, N.Y., 1998; New York Army National Guard, 1981-1986; United States Army, 1986-2010; faculty, United States Military Academy, West Point, N.Y.; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1964-1981 | Rockville Centre, Nassau County, N.Y.
1981-1986 | Kinderhook, N.Y.
1986-2010 | United States Army (various locations)
1995-1998 | Ithaca, N.Y.
2011-2017 | Congress"
B001276,"A Representative from New York; born in Auburn, Cayuga County, N.Y., May 8, 1951; R.N., St. Joseph's Hospital School of Nursing, Syracuse, N.Y., 1972; B.S., Le Moyne College, Syracuse, N.Y., 1977; J.D., Syracuse University, Syracuse, N.Y., 1994; nurse; member of the Syracuse common council, 1994-1995; assistant New York state attorney general, 1997-2010; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012.","Time Period | Location
--- | ---
1951-1972 | Auburn, Cayuga County, N.Y.
1972-1977 | Syracuse, N.Y.
1977-1994 | Syracuse, N.Y.
1994-1995 | Syracuse, N.Y.
1995-1997 | (unknown)
1997-2010 | (unknown)
2011-2013 | (elected to Congress)
2013-Current | (unknown)"
E000291,"a Representative from North Carolina; born in Ironwood, Gogebic County, Mich., February 9, 1964; graduated from Madison High School, Madison Heights, Mich.; B.S., Oakland University, Rochester, Mich., 1990; registered nurse; hospital administrator; member of the Dunn, N.C., planning board, 2006-2010; chair, Dunn, N.C., planning board, 2008-2010; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); unsuccessful candidate for renomination to the One Hundred Fifteenth Congress in 2016; regional director, United States Department of Health and Human Services, 2017-2019; unsuccessful candidate for nomination for lieutenant governor of North Carolina in 2020; unsuccessful candidate for nomination to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1964-1982 | Ironwood, Gogebic County, Mich.
1982-1986 | Madison Heights, Mich.
1986-1990 | Rochester, Mich.
1990-2010 | (Nursing career)
2006-2010 | Dunn, N.C.
2011-2017 | Congress
2017-2019 | United States Department of Health and Human Services
2020-2022 | North Carolina"
J000292,"A Representative from Ohio; born in Roseboro, Sampson County, N.C., November 10, 1954; graduated from S.D. Lee High School, Columbus, Miss., 1972; B.S., Troy University, Troy, Ala., 1979; M.S., Georgia Institute of Technology, Atlanta, Ga., 1984; United States Air Force, 1973-1999; business owner; corporate executive; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present).","Time Period | Location
--- | ---
1954-1972 | Roseboro, Sampson County, N.C.
1972-1979 | Columbus, Miss.
1979-1984 | Troy, Ala.
1984-1999 | Atlanta, Ga.
1999-present | Ohio"
S001187,"A Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, March 24, 1965; graduated from Ripley-Union-Lewis High School, Ripley, Ohio, 1983; B.A., Ohio State University, Columbus, Ohio, 1989; M.B.A., Ohio State University, Columbus, Ohio, 1996; M.A., Army War College, Carlisle, Pa., 2012; Ohio Army National Guard, 1988-present; brigadier general; staff, Ohio state senate; professional advocate; businessman; member of the Ohio state senate, 2003-2008; unsuccessful candidate for election to the One Hundred Eleventh Congress in 2008; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses until his resignation on May 16, 2021 (January 3, 2011-May 16, 2021); president and chief executive officer, Ohio Chamber of Commerce, 2021-present.","Time Period | Location
--- | ---
1965-1983 | Cincinnati, Hamilton County, Ohio
1983-1989 | Ripley, Ohio
1989-1996 | Columbus, Ohio
1996-2012 | Carlisle, Pa.
2003-2008 | Ohio state senate
2008-2011 | (Unsuccessful candidate for Congress)
2011-2021 | Congress
2021-present | Ohio Chamber of Commerce"
R000586,"A Representative from Ohio; born in Monongahela, Washington County, Pa., December 3, 1958; graduated from Ringgold High School, Monongahela, Pa., 1976; B.S., Indiana University of Pennsylvania, Indiana, Pa., 1980; business owner; member of the Wadsworth, Ohio, board of zoning appeals, 1994-1995; Wadsworth, Ohio, city council president, 1999-2003; mayor of Wadsworth, Ohio, 2004-2008; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the House of Representatives in 2018, but was an unsuccessful candidate for election to the United States Senate; unsuccessful candidate for nomination for Governor of Ohio in 2022.","Time Period | Location
--- | ---
1958-1976 | Monongahela, Washington County, Pa.
1976-1980 | Indiana, Pa.
1980-2021 | Business owner
1994-1995 | Wadsworth, Ohio
1999-2003 | Wadsworth, Ohio
2004-2008 | Wadsworth, Ohio
2011-2019 | Congress
2022 | Ohio (unsuccessful candidate for nomination for Governor)"
G000563,"A Representative from Ohio; born in Peru, Miami County, Ind., June 14, 1954; graduated from Bay Village Senior High School, Bay Village, Ohio, 1972; A.A.S., Ohio State University Agricultural Technical Institute, Wooster, Ohio, 1974; technician; farmer; business owner; president, Ohio Farm Bureau Federation; member of the Ohio state house of representatives, 2003-2009; member of the Ohio state senate, 2009-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022.&nbsp;","Time Period | Location
